x,y,population_density,traffic_flow,competitor_count,is_commercial
21.070.496.386.720.300,5.853.754.227.909.560,3.194.912.644.527.760,5.649.401.586.900.620,1,0
9.574.480.190.380.960,5.476.161.006.537.470,5.601.132.023.024.410,49.844.789.168.155.000,0,0
88.632.851.134.689,6.404.832.931.422.120,7.150.994.358.629.620,484.502.468.506.552,0,0
9.978.208.556.819.780,2.594.491.710.680.760,-1.560.341.847.163.660,6.188.537.286.387.600,0,0
6.768.212.988.573.950,8.464.875.358.462.890,6.561.943.137.474.940,7.487.350.462.993.040,0,0
8.284.692.994.491.170,11.927.167.203.974.300,7.323.284.134.486.430,5.654.630.429.590.610,1,0
29.461.939.634.619.300,22.458.238.265.390.100,23.814.132.707.033.600,6.051.320.538.450.100,0,0
14.315.277.667.059.900,5.001.979.355.227.850,5.097.615.867.121.310,5.112.798.391.344.460,1,1
7.378.695.185.615.300,8.404.427.505.460.200,12.331.285.750.091.200,46.904.185.906.873.000,1,1
8.341.445.970.006.750,7.012.933.420.883.840,15.463.052.381.592.100,4.393.922.671.271.710,2,0
7.404.761.319.535.190,7.890.406.042.020.470,12.531.660.424.390.000,5.750.301.808.343.000,0,0
14.285.028.730.083.800,3.509.756.239.260.910,14.332.982.557.139.900,6.840.132.117.703.970,0,0
7.534.279.222.569.690,40.465.374.164.855.000,4.484.288.441.588.810,570.537.533.931.217,1,1
768.922.782.107.641,39.368.188.599.061.200,3.318.109.804.377.240,705.802.947.747.219,3,0
6.585.405.156.700.540,19.187.318.440.450.100,21.336.583.050.673.800,9.488.964.018.719.600,0,0
7.661.159.327.955.860,6.121.665.814.357.200,20.936.133.171.545.300,50.477.309.044.183.700,0,0
8.459.214.396.777.320,5.909.160.928.272.260,19.946.942.020.020.900,6.577.172.184.722.200,1,0
61.360.411.423.745.800,9.892.166.834.205.860,25.230.688.016.602.600,13.304.636.521.052.600,0,0
8.860.471.396.967.900,16.682.970.495.026.200,4.470.596.328.651.750,43.604.476.765.426.900,0,0
4.876.278.096.672.100,46.684.819.899.273.700,8.240.930.450.792.760,20.356.206.347.259.200,1,0
7.764.933.467.160.500,779.531.681.823.933,6.370.552.670.185.140,47.094.125.716.096.400,0,0
4.075.430.310.324.300,2.525.860.066.847.240,38.657.592.539.493.800,12.793.862.692.465.900,3,0
4.071.064.891.256.270,8.296.438.053.529.280,2.205.957.193.935.390,1.567.937.170.025.870,2,0
6.600.984.414.024.150,7.039.366.670.345.150,4.968.846.851.703.420,6.096.153.545.608.230,0,0
3.488.205.339.694.790,9.456.735.370.508.040,7.642.537.158.216.140,11.621.997.701.677.300,2,0
11.099.809.879.131.400,408.927.235.756.672,11.218.858.156.619.000,542.990.911.979.674,0,0
8.082.352.100.092.220,6.619.698.394.506.340,24.715.920.714.743.300,48.809.939.768.961.200,3,0
9.476.880.259.644.700,4.648.547.808.132.700,11.599.199.858.302.700,5.835.656.122.151.570,0,0
7.231.647.525.793.860,6.305.886.973.085.430,5.245.310.049.841.370,5.851.420.592.509.510,0,0
9.551.152.072.917.010,4.495.989.060.077.370,5.801.289.024.309.160,6.638.757.969.332.260,1,0
5.225.765.993.367.450,18.863.224.642.407.400,27.979.087.650.540.400,19.577.925.323.443.200,1,1
2.995.656.779.538.730,5.078.974.160.033.800,683.713.450.234.314,68.468.739.316.338,3,1
7.686.207.527.616.350,5.285.842.014.374.420,9.268.318.907.281.350,4.286.397.195.653.320,0,0
5.006.242.680.704.170,810.603.848.260.161,34.973.940.822.826.800,2.053.716.980.660.500,1,1
7.945.155.444.907.480,7.355.207.057.935.810,13.104.142.819.918.600,3.647.879.605.268.350,1,0
7.070.864.772.666.980,663.791.623.941.444,3.886.732.568.186.310,7.533.442.214.740.660,3,0
5.022.601.146.397.370,11.338.709.555.257.200,-8.284.859.758.701.780,5.588.442.243.235.320,0,0
7.290.183.536.790.350,720.616.290.663.715,3.028.590.594.551.150,5.586.710.968.725.020,1,0
4.028.732.826.326.370,5.003.051.563.545.140,8.807.291.631.817.560,14.497.522.788.166.800,6,0
2.952.904.940.479.430,8.940.995.361.061.590,637.237.939.802.056,8.378.479.846.210.060,0,0
23.238.432.305.604.700,9.198.709.341.305.420,2.051.980.336.367.830,6.289.749.642.031.740,0,0
2.810.044.989.087.130,5.515.659.060.178.540,8.103.354.770.020.840,5.756.482.535.169.520,0,0
8.034.827.432.968.840,8.206.415.603.544.780,12.418.814.556.570.300,4.560.833.162.605.150,2,0
9.292.280.536.318.530,3.769.739.042.267.060,35.390.832.307.381.600,41.218.239.446.685.500,1,0
40.510.269.452.756.600,36.716.962.569.502.200,7.324.058.852.446.450,15.113.076.428.651.300,0,1
9.061.110.021.324.970,5.422.999.756.210.790,12.722.088.357.816.400,4.003.794.455.103.140,1,0
321.495.701.247.882,14.810.079.862.712.700,12.790.333.451.291.200,9.132.536.363.007.430,0,0
4.764.369.863.437.910,7.463.138.125.690.760,4.365.896.838.948.690,20.912.288.439.755.800,0,1
22.602.899.781.599.900,8.354.704.172.138.570,2.995.889.422.010.510,44.726.912.711.278.900,0,0
640.476.042.175.844,16.859.904.843.403.600,16.278.849.131.913.800,1.040.665.991.053.960,0,0
9.789.811.151.748.080,5.807.968.298.534.750,22.554.122.128.152.800,50.167.773.811.272.200,0,0
6.034.930.960.433.780,7.143.875.620.372.920,5.270.136.376.969.050,14.664.270.684.039.200,2,1
3.578.140.841.135.480,9.166.431.026.939.160,14.570.984.945.835.700,12.068.031.372.537.900,0,0
6.478.174.459.905.280,7.054.966.519.346.230,4.606.850.470.913.430,834.516.331.052.906,6,0
12.292.067.846.538.700,671.779.270.254.866,15.011.999.141.335.100,46.940.795.621.654.300,2,0
8.886.590.802.653.980,3.943.411.463.506.640,12.425.644.559.433.100,47.418.529.375.804.200,1,0
5.030.839.507.798.360,12.844.255.268.014.100,4.511.594.593.662.230,18.592.198.776.555.500,0,0
4.493.497.420.396.420,12.015.925.873.562.100,17.789.001.492.152.000,17.709.095.659.989.300,0,0
5.858.647.884.535.190,53.455.454.475.603.900,915.528.223.165.554,15.802.904.237.069.800,1,0
6.247.838.627.894.020,6.751.298.858.444.190,5.631.588.962.805.220,11.607.384.555.755.300,2,1
7.177.580.622.651.300,4.174.482.838.964.620,855.217.129.205.356,34.569.424.573.774.800,0,1
6.826.172.212.234.020,7.306.790.115.283.900,36.777.546.855.392.200,10.704.991.316.516.300,2,0
24.193.168.031.552.900,52.186.229.533.217.800,4.028.016.219.189.270,5.803.094.370.524.940,0,0
7.139.526.325.065.890,74.176.195.594.312.200,35.284.126.141.532.300,6.632.535.558.913.220,0,0
8.225.347.943.841.960,19.201.625.096.794.800,5.299.628.344.614.230,3.984.703.470.842.560,0,0
8.039.585.075.525.200,8.399.982.232.439.420,7.683.245.474.276.370,5.408.566.292.720.620,0,0
5.525.009.674.078.890,7.249.127.466.244.390,4.807.241.007.680.600,17.904.650.410.792.200,2,0
52.016.989.231.075.100,894.761.987.012.495,12.131.379.560.740.800,17.809.440.477.343.700,1,1
14.287.596.133.941.100,11.755.724.912.093.600,1.145.807.416.113.150,3.955.250.886.770.980,0,0
7.753.461.504.031.350,9.902.225.346.150.730,11.404.314.641.329.000,6.133.597.430.286.890,0,0
27.140.938.044.671.400,2.094.067.139.499.330,13.647.501.761.022.100,80.440.797.510.545,1,0
49.669.542.281.794.600,1.177.987.628.664.200,5.342.815.555.154.900,20.358.977.467.836.300,1,0
2.842.740.929.275.160,9.974.229.390.535.540,6.277.889.544.254.230,7.567.075.133.280.000,0,0
13.382.836.299.969.300,28.107.388.544.511.300,10.684.840.073.692.800,4.862.633.129.331.600,0,0
6.295.576.968.917.360,6.680.194.525.125.590,615.910.413.422.592,11.393.906.480.169.200,1,0
54.332.034.822.903.800,1.766.823.141.763.050,626.284.698.313.046,6.091.708.676.913.670,0,0
7.486.452.341.262,58.022.853.219.914.100,4.493.544.424.834.330,7.344.472.639.341.410,3,1
31.758.679.526.111.600,9.040.349.864.545.590,8.797.630.755.093.460,9.142.566.165.098.280,0,0
13.469.300.448.532.000,3.201.811.674.284.380,3.005.323.089.645.740,3.933.693.202.097.820,0,0
5.111.291.392.372.290,6.702.539.760.443.590,7.178.896.735.857.470,19.840.434.850.581.200,5,0
46.851.908.527.603.100,1.879.035.887.984.160,10.973.691.076.372.400,5.278.046.023.797.890,0,0
27.616.955.782.089.900,62.479.539.871.872.500,38.354.904.992.740.000,5.965.451.911.507.830,4,0
7.069.764.874.557.160,3.364.503.518.175.100,4.337.758.079.394.580,714.921.867.985.269,3,0
6.268.962.162.186.580,2.112.082.585.879.510,-16.425.518.851.196.300,5.821.632.071.612.130,0,0
8.393.384.923.560.020,31.318.205.070.363.500,12.439.192.729.883.800,60.501.932.895.553,2,0
3.819.922.658.583.100,17.884.106.850.779.900,12.699.502.828.623.900,6.685.937.767.049.070,1,0
24.682.386.920.190.200,9.019.161.078.378.820,5.672.633.975.934.290,5.278.998.600.392.370,2,0
7.409.040.561.520.710,3.971.868.863.171.280,3.818.309.358.227.170,44.598.817.505.524.700,2,0
31.627.014.972.930.600,24.527.930.497.436.700,29.638.434.591.899.000,8.132.032.058.311.790,1,0
10.189.238.806.601.300,44.840.784.101.593.200,16.238.557.401.080.600,6.889.237.680.888.760,1,0
3.602.339.188.004.270,32.053.616.680.649.500,48.988.299.146.637.600,10.171.141.779.040.600,0,0
27.039.328.638.452.500,744.419.253.813.326,28.335.755.541.830.500,6.761.596.953.250.510,0,0
8.427.119.021.605.540,9.712.199.118.854.940,-32.451.397.987.212.500,5.737.980.109.317.730,0,0
31.334.791.758.514.300,4.380.336.566.976.460,6.801.501.967.650.190,7.819.119.104.357.710,4,1
7.889.324.717.760.070,8.610.333.999.722.400,5.671.811.078.349.880,5.237.760.563.170.740,0,0
8.918.721.448.107.340,5.658.630.735.596.190,14.330.039.111.383.700,4.083.512.979.415.300,1,1
43.381.741.957.652.900,15.723.566.509.423.300,16.122.071.990.627.500,14.768.082.995.536.700,0,0
909.943.143.854.392,6.906.227.420.813.410,7.583.746.302.444.740,3.891.513.312.437.860,2,0
3.773.180.539.631.920,51.343.449.712.582.000,8.334.896.436.545.240,11.677.198.652.076.200,6,0
9.640.784.164.901.080,6.506.065.232.521.030,48.429.973.788.912.400,6.097.738.491.472.750,0,0
8.928.952.452.557.290,889.687.412.571.665,13.001.346.456.420.200,4.900.131.688.435.980,0,0
6.870.192.665.032.420,44.043.457.065.604.600,5.894.261.818.983.330,7.090.686.355.492.790,1,0
4.938.140.404.569.280,9.011.776.232.173.550,16.760.041.080.916.600,19.080.342.424.456.900,1,0
3.876.488.054.556.470,750.669.014.281.655,39.029.554.186.556.500,1.363.658.433.761.280,2,1
6.327.118.787.486.000,48.860.492.587.798.400,8.473.152.531.367.890,1.257.623.126.201.290,5,1
7.038.570.916.343.310,6.032.221.356.579.630,5.048.663.117.459.670,7.941.355.213.424.680,1,1
43.632.696.503.090.800,3.255.811.325.190.110,18.670.973.708.893.700,560.621.916.123.716,0,0
1.669.530.887.471.980,9.835.972.997.387.740,37.903.628.346.975.500,35.829.321.093.642.300,0,0
7.130.460.506.343.180,667.351.163.050.396,3.508.521.496.588.110,6.198.890.502.736.210,1,1
6.663.854.135.782.060,438.468.524.966.299,16.093.191.380.967.600,10.705.146.424.505.900,0,0
9.660.475.051.286.770,32.662.190.574.800.800,7.839.225.312.754.210,612.223.866.085.576,0,0
761.037.790.250.783,6.233.144.337.590.570,31.764.700.460.058.800,3.959.585.781.080.460,2,0
950.772.707.731.338,563.332.777.992.398,-47.836.631.221.855.100,49.449.899.009.088.800,0,0
7.025.405.015.348.060,23.884.191.319.142.700,9.126.805.754.632.990,7.291.935.880.905.760,1,0
29.805.220.863.944.300,45.002.423.952.780.200,54.034.772.152.821.000,6.189.939.512.930.080,1,1
10.536.492.225.085.600,33.269.017.969.267,10.612.209.954.931.700,269.702.340.562.039,0,0
7.818.238.633.449.350,4.382.986.080.331.650,3.553.869.806.441.600,5.381.576.269.576.320,0,1
644.149.221.475.916,26.269.330.988.000.500,2.971.720.472.226.870,9.519.632.323.563.620,2,0
4.818.601.239.329.620,1.647.177.469.429.800,11.103.252.606.727.500,42.167.120.405.239.300,1,0
36.005.046.590.097.800,6.891.433.569.803.370,5.140.195.492.804.420,1.027.896.429.755.060,1,0
9.567.998.154.842.860,5.145.711.162.678.000,840.918.068.890.333,4.866.765.620.299.110,0,0
5.004.011.457.102.010,20.015.421.124.936.600,3.521.330.426.636.370,19.990.796.517.979.200,1,0
43.272.913.601.970.400,31.958.942.625.999.800,61.750.561.484.614.300,1.607.856.976.168.770,4,1
457.699.605.159.294,5.918.079.076.633.250,9.014.703.368.957.680,1.849.607.845.888.080,3,1
2.088.827.240.051.630,72.229.348.272.477.800,14.520.012.170.998.000,3.459.239.393.423.910,0,0
3.687.071.708.647.950,14.745.300.926.617.900,12.817.406.620.310.600,11.646.482.772.984.200,0,0
3.698.132.559.871.760,7.324.560.410.739.010,4.411.513.064.722.440,8.571.450.357.276.690,0,0
52.355.020.187.472.400,8.123.173.327.141.180,-19.728.545.192.500.200,4.711.177.900.320.210,0,0
7.675.676.285.179.180,7.524.092.332.120.090,2.145.700.167.818.960,6.337.479.799.790.480,0,0
416.504.431.903.879,7.533.129.318.792.570,36.553.204.182.726.500,14.526.048.868.329.600,2,1
8.221.798.868.164.230,716.325.343.476.028,16.043.686.733.393.000,5.800.010.809.582.200,1,0
8.503.480.011.198.950,6.693.854.236.698.690,14.265.069.027.567.700,6.188.147.650.760.070,1,0
21.199.405.469.865.800,476.991.915.378.175,3.491.544.002.946.870,19.291.887.287.532.200,2,0
6.573.534.821.701.280,6.422.781.635.071.140,6.106.682.943.078.260,9.198.064.841.318.870,2,0
4.722.818.041.629.810,3.836.155.478.797.460,5.585.886.639.333.130,16.558.930.209.914.300,0,0
880.156.737.921.485,6.214.644.226.567.840,15.491.921.907.432.700,4.892.703.391.946.520,2,0
2.157.406.791.764.540,7.778.777.055.368.770,13.985.460.069.743.000,5.256.746.513.882.580,2,0
6.778.132.003.100.440,50.035.836.038.439.000,6.689.707.515.101.530,5.604.374.967.070.740,1,1
60.775.212.225.272.200,3.575.133.284.272.360,7.400.487.290.234.940,1.531.889.748.704.310,5,1
2.953.014.775.718.320,27.742.673.480.097.900,27.561.938.115.739.000,713.193.239.027.063,0,0
13.660.090.365.117.200,6.428.020.501.620.820,18.740.114.229.415.100,41.713.220.793.422.200,1,0
6.516.397.604.772.760,6.928.011.986.299.080,4.910.741.894.024.680,11.216.209.492.100.100,5,1
7.385.974.581.323.300,8.709.675.998.625.420,7.349.088.369.901.580,4.075.148.290.294.030,0,0
31.562.734.376.335,34.233.408.246.099.000,5.280.745.278.628.670,6.512.003.204.763.420,4,1
6.448.326.040.223.130,7.697.723.073.855.850,25.432.837.856.221.400,7.955.786.408.326.070,1,0
3.951.309.076.115.030,56.135.582.418.933.700,8.158.454.903.573.110,15.456.362.715.839.200,3,0
7.132.068.832.826.170,8.828.364.906.780.790,5.443.972.934.280.400,6.877.605.237.509.270,0,0
1.992.152.748.940.530,5.278.121.082.956.200,33.200.182.108.860.400,5.822.154.663.411.080,4,0
8.902.150.026.361.740,5.176.298.283.979.670,11.509.891.948.834.700,5.308.408.178.861.970,0,0
2.874.095.964.655.790,57.787.708.144.090.900,53.989.218.615.095.600,7.139.441.471.728.670,4,0
3.677.859.877.561.520,7.493.153.551.424.340,36.395.158.159.381.900,11.337.093.495.851.900,2,1
58.091.952.080.349.700,964.690.478.828.461,-8.524.390.165.309.990,527.178.348.869.743,0,0
1.115.122.123.212.760,7.356.335.421.576.560,2.727.263.913.217.900,5.115.525.624.151.720,0,0
5.158.619.027.123.280,53.434.602.391.017.100,7.436.332.726.981.580,1.920.389.018.724.220,1,1
2.675.926.767.279.710,9.375.503.374.073.380,1.384.140.554.846.800,5.960.794.628.680.590,0,0
8.354.802.257.421.940,5.298.756.255.182.060,3.262.405.265.612.330,5.327.566.087.155.010,1,0
14.693.388.654.953.800,6.149.030.145.669.360,3.002.765.579.137.540,5.110.664.407.789.940,0,0
3.790.940.486.719.360,4.824.236.015.947.280,7.632.558.250.376.790,1.074.426.995.993.950,6,1
3.373.455.467.690.920,9.365.745.260.747.440,6.594.307.418.335.460,7.650.744.739.383.160,0,0
19.327.630.917.601.000,7.680.893.784.186.660,-15.342.863.751.228.500,6.082.985.643.032.170,0,0
12.436.839.900.051.000,7.472.246.450.885.860,1.046.236.967.798.380,47.059.527.779.807.900,1,0
4.136.426.749.186.350,311.703.321.492.812,5.944.905.385.063.940,15.915.949.919.325.500,2,0
4.928.645.844.474.460,30.623.924.522.840.000,6.370.094.022.645.520,1.886.974.303.743.840,4,1
4.042.897.472.548.690,8.378.413.809.055.180,20.301.997.572.984.100,1.301.485.160.732.590,2,0
53.093.767.841.209.300,7.235.725.774.132.660,920.847.622.311.903,18.455.454.850.734.200,1,0
5.951.316.749.056.810,8.811.051.483.565.650,13.421.785.631.576.600,143.179.590.437.881,1,1
992.382.112.783.563,2.566.616.898.959.140,21.262.493.458.442.400,4.334.951.062.538.990,0,1
46.409.515.945.350.300,59.298.474.775.549.300,9.082.706.830.771.400,20.357.567.602.640.200,4,1
9.634.992.408.875.880,9.359.941.790.017.770,1.641.811.502.771.280,5.179.847.703.523.330,0,0
5.190.322.801.295.480,6.781.225.015.366.460,68.457.097.321.592.700,2.157.971.323.485.070,4,0
6.775.422.674.589.530,4.144.298.124.670.360,6.303.491.640.612.270,8.506.222.969.034.600,7,0
3.118.638.579.168.830,6.895.342.089.054.150,4.365.815.803.188.990,5.143.056.269.944.960,1,0
7.739.913.781.527.620,3.439.796.363.163.700,297.256.988.608.368,6.407.552.855.950.050,2,0
772.921.481.876.115,27.725.841.634.918.600,22.274.840.863.312.000,3.852.395.712.093.890,3,0
52.129.604.765.413.800,9.966.832.779.346.790,8.119.584.122.572.930,19.894.219.982.390.800,1,0
9.760.138.232.792.130,7.507.902.311.797.870,686.986.025.902.099,4.225.496.148.718.270,0,0
12.555.021.476.265.300,6.447.199.773.818.170,10.772.061.610.978.500,7.156.244.606.242.470,1,0
16.947.664.889.580.900,3.552.896.432.193.180,60.700.962.248.160.800,6.439.726.511.487.870,0,0
770.158.211.757.096,4.916.082.915.504.810,3.713.741.834.723.340,46.483.298.383.905.800,0,0
8.071.555.373.648.820,3.105.687.603.515.560,-3.593.196.395.473.040,50.067.414.579.656.100,0,0
12.020.722.912.057.600,55.418.125.544.879.800,17.272.541.751.717.200,5.255.661.864.359.800,1,0
2.655.828.329.586.060,762.032.721.039.051,21.000.260.411.932.900,6.824.664.599.363.800,2,0
1.755.236.336.662.890,5.373.791.904.438.550,8.760.139.682.923.060,5.029.284.305.309.440,0,0
2.933.086.107.805.640,8.407.850.719.391.140,11.712.731.272.745.900,5.746.883.313.342.040,0,0
7.731.418.739.186.710,33.426.533.093.221.600,19.795.175.339.752.600,46.422.172.529.127.900,0,0
5.179.605.277.125.780,3.667.520.764.259.400,831.408.236.350.456,19.755.523.430.792.000,5,1
3.480.955.931.682.880,23.707.039.117.417.800,3.573.128.843.829.890,1.096.624.316.458.550,1,1
3.717.392.949.063.300,447.272.968.157.122,7.659.190.384.392.990,12.017.550.734.109.000,5,1
1.353.625.715.468.150,72.376.393.194.122.400,9.997.758.029.388.290,4.226.644.882.042.780,0,0
2.998.005.275.652.350,9.541.316.415.710.720,5.484.046.703.556.210,7.670.315.439.346.470,1,0
6.464.587.416.379.300,22.325.540.106.936.000,3.048.287.695.156.840,974.525.433.965.749,0,0
9.741.944.438.163.570,9.223.077.754.835.840,-14.038.635.719.512.100,5.890.604.481.569.040,0,0
8.470.608.269.838.990,4.258.931.550.366.810,24.559.649.105.496.500,7.563.362.250.224.550,1,0
23.594.964.645.529.100,985.524.133.255.218,-5.361.377.475.477.140,46.413.505.092.929.300,0,0
8.985.606.046.748.390,5.540.583.834.602.100,11.973.522.487.538.000,5.806.934.767.783.070,0,0
783.198.413.298.626,9.308.328.641.758.070,4.949.223.700.791.930,45.265.893.554.535.900,0,0
7.803.761.235.709.800,5.348.988.694.222.840,31.294.344.255.378.900,5.182.232.682.208.000,0,0
4.579.957.590.035.710,7.482.388.061.809.000,4.933.687.287.421.150,18.762.983.793.027.800,0,0
3.980.052.929.545.020,9.030.506.531.025.150,1.511.958.665.040.490,1.372.282.253.627.380,4,0
3.029.157.288.331.920,13.972.056.697.895.400,11.290.915.225.455.600,9.614.028.431.239.710,0,0
6.569.485.895.436.570,9.612.585.173.215.140,5.131.416.972.688.050,4.694.609.852.261.020,1,0
2.282.353.634.936.990,42.457.260.718.595.500,34.855.503.433.900.200,5.960.383.882.574.120,1,0
2.466.036.349.780.240,9.336.789.061.329.350,7.062.523.229.857.270,36.749.682.678.891.800,0,0
4.840.770.697.102.010,5.423.865.601.904.380,10.290.142.563.762.600,20.243.041.999.243.000,8,0
747.444.406.596.694,5.274.564.637.217.320,497.252.365.660.176,6.844.360.280.387.160,2,1
4.738.098.283.979.460,14.112.611.829.932.100,20.137.782.998.898.700,18.966.680.596.854.000,0,0
5.784.444.944.716.060,7.895.110.932.187.860,-6.100.381.746.357.050,24.906.306.241.331.500,0,0
9.577.898.009.882.030,8.101.400.907.454.610,-23.973.306.005.387.800,49.617.702.228.807.000,0,0
9.427.243.190.941.120,8.757.456.298.623.820,1.960.966.961.322.980,5.018.015.423.830.640,0,0
7.851.895.431.484.080,63.384.981.873.532.300,2.557.510.516.207.420,5.981.094.485.595.330,1,0
